rowid,SYSTEM,COUNTY,MRKTCODE,VENDOR,MONTH,DAY,YEAR,LFC,LFW,WW,WC,QLFC,QLFW,QWW,QWC,ESTQTY,QUANTITY,FMOZONE,DEL,QSTOP,ESC,WIN,PASSED,CONTRACTS,COMMITMENTS,CAPACITY,BACKLOG,I,FMO,N
358,LINDSAY,COOKE,DFW,CABELL,7,13,1987,0.1695,0.1595,0.1595,0.1795,24742.6936600151,6855.2334970666,10618.207604071,9538.4974134316,51754.6321745843,,1,2.5,575.051468606492,,1,27630100.3848669,101379288.42028,12720290.9744073,14058181.1006322,0.632290052935439,0,14.62,2
359,LINDSAY,COOKE,DFW,BORDEN,7,13,1987,0.185,0.175,0.185,0.195,24742.6936600151,6855.2334970666,10618.207604071,9538.4974134316,51754.6321745843,,1,2.5,575.051468606492,1,0,27630100.3848669,101379288.42028,11559605.2407097,14843406.5703431,0.506228505475965,1,14.62,2
360,LINDSAY,COOKE,DFW,BORDEN,7,12,1988,0.175,0.165,0.175,0.185,25849.9102636504,7161.9999491775,11093.3642673519,9965.3378720738,54070.6123522536,,1,2.5,600.784581691707,1,1,31151504.5559272,109470332.68921,13016083.3972119,14843406.5703431,0.592327550127655,1,14.14,3
361,LINDSAY,COOKE,DFW,CABELL,7,12,1988,0.1649,0.1549,0.1649,0.1749,25849.9102636504,7161.9999491775,11093.3642673519,9965.3378720738,54070.6123522536,,1,2.5,600.784581691707,,0,31151504.5559272,109470332.68921,12710426.0482678,14058181.1006322,0.619564472310945,0,14.14,3
362,LINDSAY,COOKE,DFW,PRESTON,7,12,1988,0.19,0.18,0.19,0.2,25849.9102636504,7161.9999491775,11093.3642673519,9965.3378720738,54070.6123522536,,1,2.5,600.784581691707,,0,31151504.5559272,109470332.68921,18512439.5968973,18820439.5968973,0.699069089003551,0,14.14,3
363,LINDSAY,COOKE,DFW,BORDEN,7,16,1989,0.1725,0.1625,0.1775,0.1825,27088.832861163,7505.2569852724,11625.0419224417,10442.9519974474,56662.0837663245,,1,2.5,629.578708514717,1,1,20263952.3471971,108104445.363237,10191908.6315118,14843406.5703431,0.499180768054264,1,15.22,3
364,LINDSAY,COOKE,DFW,CABELL,7,16,1989,0.17,0.165,0.17,0.18,27088.832861163,7505.2569852724,11625.0419224417,10442.9519974474,56662.0837663245,,1,2.5,629.578708514717,,0,20263952.3471971,108104445.363237,13204289.5655642,14058181.1006322,0.751812259631111,0,15.22,3
365,LINDSAY,COOKE,DFW,PRESTON,7,16,1989,0.19,0.18,0.19,0.2,27088.832861163,7505.2569852724,11625.0419224417,10442.9519974474,56662.0837663245,,1,2.5,629.578708514717,0,0,20263952.3471971,108104445.363237,18034611.5620904,18820439.5968973,0.770798121866833,0,15.22,3
366,LINDSAY,COOKE,DFW,BORDEN,7,26,1990,0.156,0.1675,0.1675,0.1775,29061.7115730545,8051.8645784976,12471.6933027791,11203.5118115473,60788.7812658784,,1,2.5,675.430902954204,1,1,26799257.7005791,104099327.274789,12775700.7576429,14843406.5703431,0.60325940361773,1,16.2533333333,2
367,LINDSAY,COOKE,DFW,CABELL,7,26,1990,0.1799,0.165,0.18,0.1875,29061.7115730545,8051.8645784976,12471.6933027791,11203.5118115473,60788.7812658784,,1,2.5,675.430902954204,1,0,26799257.7005791,104099327.274789,4626699.35829179,14058181.1006322,0.0716715115664565,0,16.2533333333,2
368,LINDSAY,COOKE,DFW,BORDEN,7,21,1991,0.14,0.1375,0.155,0.1625,29208.22495873,8092.457712093,12534.5688153346,11259.9938409294,61095.245327087,,1,2.5,678.836059189856,1,1,17199127.1995304,76931068.1288262,11880951.9553128,14843406.5703431,0.576854064239573,1,13.98,1
369,VALLEY VIEW,COOKE,DFW,BORDEN,0,0,1987,,0.1625,0.1725,0.1825,,16240.4187418513,25155.1078240897,22597.216014375,63992.742580316,,1,3,592.525394262185,1,1,101379288.42028,101379288.42028,153079.514380337,14843406.5703431,-0.989687036216727,1,14.62,1
370,VALLEY VIEW,COOKE,DFW,BORDEN,0,0,1988,,,,,,,,,66980.2433082296,,1,3,620.187438039163,1,1,109470332.68921,109470332.68921,281619.641652397,14843406.5703431,-0.98102729044591,1,14.14,1
371,VALLEY VIEW,COOKE,DFW,BORDEN,0,0,1989,,,,,,,,,69473.7889991126,,1,3,643.275824065857,1,1,108104445.363237,108104445.363237,141473.788999113,14843406.5703431,-0.990468913700594,1,15.22,1
372,VALLEY VIEW,COOKE,DFW,BORDEN,0,0,1990,,,,,,,,,68993.8109088401,,1,3,638.83158248926,1,1,104099327.274789,104099327.274789,91993.8109088401,14843406.5703431,-0.993802378822349,1,16.2533333333,1
373,VALLEY VIEW,COOKE,DFW,BORDEN,0,0,1991,,0.16,0.17,0.175,,19236.3749291408,29795.6039914273,26765.8443120755,75797.8232326436,,1,3,701.831696598552,1,1,76931068.1288262,76931068.1288262,3047297.82323264,14843406.5703431,-0.794703607369949,1,13.98,1
374,CARROLLTON,DALLAS,DFW,SCHEPPS,6,11,1981,0.1822,0.17,,,162000,630000,,,792000,792000,1,3.7,5945.94594594594,1,1,66980463.4186782,75676361.1466808,5231789.66666667,24459260.8526589,-0.671192853797211,1,14.9,3
375,CARROLLTON,DALLAS,DFW,CABELL,6,11,1981,0.205,0.185,,,162000,630000,,,792000,,1,3.7,5945.94594594594,,0,66980463.4186782,75676361.1466808,6255804.65895873,14058181.1006322,-0.440097076240693,0,14.9,3
376,CARROLLTON,DALLAS,DFW,SCHEPPS,6,11,1981,0.187,0.175,,,162000,630000,,,792000,,1,3.7,5945.94594594594,0,0,66980463.4186782,75676361.1466808,5231789.66666667,24459260.8526589,-0.671192853797211,1,14.9,3
377,CARROLLTON,DALLAS,DFW,SCHEPPS,6,15,1982,0.17,0.1635,,,,,,,,207000,1,2.17,0.0,1,0,69779728.1998207,84946678.9341424,6290745.33333333,24459260.8526589,-0.564260500384491,1,14.8,2
378,CARROLLTON,DALLAS,DFW,SCHEPPS,6,15,1982,0.18,0.17,,,,,,,,,1,2.17,0.0,0,0,69779728.1998207,84946678.9341424,6290745.33333333,24459260.8526589,-0.564260500384491,1,14.8,2
379,CARROLLTON,DALLAS,DFW,SCHEPPS,5,22,1983,0.17,0.165,,,58500,270000,,,328500,328500,1,2.17,4205.06912442396,1,1,73143021.212781,74331231.1668181,2101623,24459260.8526589,-0.898091254685031,1,14.86,6
380,CARROLLTON,DALLAS,DFW,CABELL,5,22,1983,0.1859,0.1759,,,58500,270000,,,328500,,1,2.17,4205.06912442396,1,0,73143021.212781,74331231.1668181,7870573.61383148,14058181.1006322,-0.424157481587976,0,14.86,6
381,CARROLLTON,DALLAS,DFW,CABELL,5,22,1983,0.199,0.189,,,58500,270000,,,328500,,1,2.17,4205.06912442396,0,0,73143021.212781,74331231.1668181,7870573.61383148,14058181.1006322,-0.424157481587976,0,14.86,6
382,CARROLLTON,DALLAS,DFW,FOREMOST,5,22,1983,0.178,0.168,,,58500,270000,,,328500,,1,2.17,4205.06912442396,1,0,73143021.212781,74331231.1668181,2697481.54890318,14571456.9513027,-0.798893738437047,0,14.86,6
383,CARROLLTON,DALLAS,DFW,FOREMOST,5,22,1983,0.18,0.17,,,58500,270000,,,328500,,1,2.17,4205.06912442396,0,0,73143021.212781,74331231.1668181,2697481.54890318,14571456.9513027,-0.798893738437047,0,14.86,6
384,CARROLLTON,DALLAS,DFW,SCHEPPS,5,22,1983,0.18,0.17,,,58500,270000,,,328500,,1,2.17,4205.06912442396,0,0,73143021.212781,74331231.1668181,2101623,24459260.8526589,-0.898091254685031,1,14.86,6
385,CARROLLTON,DALLAS,DFW,SCHEPPS,5,29,1984,0.163,0.151,,,126000,360000,,,486000,486000,1,2.05,6585.36585365854,1,1,83999760.7246616,86135755.5117197,5221127.66666667,24459260.8526589,-0.761739794845085,1,14.56,6
386,CARROLLTON,DALLAS,DFW,CABELL,5,29,1984,0.1788,0.1688,,,126000,360000,,,486000,,1,2.05,6585.36585365854,1,0,83999760.7246616,86135755.5117197,2731994.33961661,14058181.1006322,-0.780867158771685,0,14.56,6
387,CARROLLTON,DALLAS,DFW,CABELL,5,29,1984,0.1863,0.17633,,,126000,360000,,,486000,,1,2.05,6585.36585365854,0,0,83999760.7246616,86135755.5117197,2731994.33961661,14058181.1006322,-0.780867158771685,0,14.56,6
388,CARROLLTON,DALLAS,DFW,SCHEPPS,5,29,1984,0.167,0.155,,,126000,360000,,,486000,,1,2.05,6585.36585365854,0,0,83999760.7246616,86135755.5117197,5221127.66666667,24459260.8526589,-0.761739794845085,1,14.56,6
389,CARROLLTON,DALLAS,DFW,SUNRISE,5,29,1984,0.1717,0.16,,,126000,360000,,,486000,,1,2.05,6585.36585365854,1,0,83999760.7246616,86135755.5117197,2428072.55424326,3114677.0,-0.195643616937353,0,14.56,6
390,CARROLLTON,DALLAS,DFW,SUNRISE,5,29,1984,0.1717,0.16,,,126000,360000,,,486000,,1,2.05,6585.36585365854,0,0,83999760.7246616,86135755.5117197,2428072.55424326,3114677.0,-0.195643616937353,0,14.56,6
391,CARROLLTON,DALLAS,DFW,SCHEPPS,5,12,1985,0.1725,0.1625,,,126000,405000,,,531000,531000,1,2.45,6020.40816326531,0,1,91180021.9675409,93054269.8529648,8974195.55424326,24459260.8526589,-0.612954758495951,1,14.04,8
392,CARROLLTON,DALLAS,DFW,CABELL,5,12,1985,0.1725,0.1625,,,126000,405000,,,531000,,1,2.45,6020.40816326531,1,0,91180021.9675409,93054269.8529648,3104813.03320212,14058181.1006322,-0.759004016599117,0,14.04,8
393,CARROLLTON,DALLAS,DFW,CABELL,5,12,1985,0.1775,0.1675,,,126000,405000,,,531000,,1,2.45,6020.40816326531,0,0,91180021.9675409,93054269.8529648,3104813.03320212,14058181.1006322,-0.759004016599117,0,14.04,8
394,CARROLLTON,DALLAS,DFW,FOREMOST,5,12,1985,0.174,0.164,,,126000,405000,,,531000,,1,2.45,6020.40816326531,1,0,91180021.9675409,93054269.8529648,6023484.30155202,14571456.9513027,-0.56648298187972,0,14.04,8
395,CARROLLTON,DALLAS,DFW,FOREMOST,5,12,1985,0.176,0.166,,,126000,405000,,,531000,,1,2.45,6020.40816326531,0,0,91180021.9675409,93054269.8529648,6023484.30155202,14571456.9513027,-0.56648298187972,0,14.04,8
396,CARROLLTON,DALLAS,DFW,SCHEPPS,5,12,1985,0.17,0.16,,,126000,405000,,,531000,,1,2.45,6020.40816326531,1,0,91180021.9675409,93054269.8529648,8974195.55424326,24459260.8526589,-0.612954758495951,1,14.04,8
397,CARROLLTON,DALLAS,DFW,SUNRISE,5,12,1985,0.1669,0.1569,,,126000,405000,,,531000,,1,2.45,6020.40816326531,1,0,91180021.9675409,93054269.8529648,2980007.0,3114677.0,-0.0230957785394196,0,14.04,8
398,CARROLLTON,DALLAS,DFW,SUNRISE,5,12,1985,0.18,0.17,,,126000,405000,,,531000,,1,2.45,6020.40816326531,0,0,91180021.9675409,93054269.8529648,2980007.0,3114677.0,-0.0230957785394196,0,14.04,8
399,CARROLLTON,DALLAS,DFW,SCHEPPS,5,27,1986,0.1697,0.1597,,,180000,450000,,,630000,630000,1,2.45,7142.85714285714,0,1,95289116.5408635,96115650.8644452,6136072.55424326,24459260.8526589,-0.740531535377407,1,14.14,3
400,CARROLLTON,DALLAS,DFW,FOREMOST,5,27,1986,0.185,0.175,,,180000,450000,,,630000,,1,2.45,7142.85714285714,0,0,95289116.5408635,96115650.8644452,5712507.44526378,14571456.9513027,-0.599366565962802,0,14.14,3
401,CARROLLTON,DALLAS,DFW,PRESTON,5,27,1986,0.185,0.18,,,180000,450000,,,630000,,1,2.45,7142.85714285714,0,0,95289116.5408635,96115650.8644452,2875000,18820439.5968973,-0.838641177181134,0,14.14,3
402,CARROLLTON,DALLAS,DFW,SCHEPPS,5,27,1987,0.1695,0.1595,0.1695,,315000,162000,162000,,639000,639000,1,2.45,7244.89795918367,0,1,96599746.2449685,101379288.42028,11857331.3490957,24459260.8526589,-0.468076036737732,1,14.62,4
403,CARROLLTON,DALLAS,DFW,CABELL,5,27,1987,0.1743,0.1643,0.1743,,315000,162000,162000,,639000,,1,2.45,7244.89795918367,0,0,96599746.2449685,101379288.42028,4524743.93258241,14058181.1006322,-0.630996427643806,0,14.62,4
404,CARROLLTON,DALLAS,DFW,OAK FARMS,5,27,1987,0.18,0.17,0.18,,315000,162000,162000,,639000,,1,2.45,7244.89795918367,0,0,96599746.2449685,101379288.42028,6666391.54487477,34259343.9798566,-0.75826876308247,0,14.62,4
405,CARROLLTON,DALLAS,DFW,PRESTON,5,27,1987,0.1825,0.1775,0.1825,,315000,162000,162000,,639000,,1,2.45,7244.89795918367,0,0,96599746.2449685,101379288.42028,1090689.0,18820439.5968973,-0.89490248010006,0,14.62,4
406,CARROLLTON,DALLAS,DFW,SCHEPPS,5,24,1988,0.165,0.155,0.165,,315000,162000,162000,,639000,639000,1,2.45,7244.89795918367,0,1,100145131.339606,109470332.68921,12917957.0542433,24459260.8526589,-0.386673505218204,1,14.14,3
407,CARROLLTON,DALLAS,DFW,CABELL,5,24,1988,0.1721,0.1621,0.1721,,315000,162000,162000,,639000,,1,2.45,7244.89795918367,0,0,100145131.339606,109470332.68921,2612725.42679709,14058181.1006322,-0.728964377394418,0,14.14,3
408,CARROLLTON,DALLAS,DFW,OAK FARMS,5,24,1988,0.1725,0.1625,0.1725,,315000,162000,162000,,639000,,1,2.45,7244.89795918367,0,0,100145131.339606,109470332.68921,8186215.5,34259343.9798566,-0.675866862297299,0,14.14,3
409,CARROLLTON,DALLAS,DFW,SCHEPPS,5,15,1989,0.169,0.159,0.169,,360000,166500,166500,,693000,693000,1,2.4,8020.83333333333,0,1,96935551.5270101,108104445.363237,8672757.43141521,24459260.8526589,-0.542104529344491,1,15.22,3
410,CARROLLTON,DALLAS,DFW,BORDEN,5,15,1989,0.175,0.165,0.175,,360000,166500,166500,,693000,,1,2.4,8020.83333333333,0,0,96935551.5270101,108104445.363237,5584135.96453409,14843406.5703431,-0.520481104808929,0,15.22,3
411,CARROLLTON,DALLAS,DFW,CABELL,5,15,1989,0.1725,0.1675,0.1725,,360000,166500,166500,,693000,,1,2.4,8020.83333333333,0,0,96935551.5270101,108104445.363237,3332260.69006508,14058181.1006322,-0.659650673296792,0,15.22,3
412,CARROLLTON,DALLAS,DFW,SCHEPPS,5,22,1990,0.1885,0.1855,0.1885,,240213.675213675,381051.282051282,71735.0427350427,,693000,,1,2.4,8020.83333333333,0,1,94849464.3298611,104099327.274789,13728096.5116114,24459260.8526589,-0.349880122193751,1,16.2533333333,2
413,CARROLLTON,DALLAS,DFW,VANDERVOORT,5,22,1990,0.202,0.192,0.197,,240213.675213675,381051.282051282,71735.0427350427,,693000,,1,2.4,8020.83333333333,0,0,94849464.3298611,104099327.274789,7100027.0,10802340.4761135,-0.253876403480656,0,16.2533333333,2
414,CEDAR HILL,DALLAS,DFW,SCHEPPS,4,10,1980,,,0.17,0.19,,,81489.9980737583,73203.7048841535,154693.702957912,,1,3,1432.34910146215,1,1,57245647.1949155,58060037.7775751,289363.702957912,24459260.8526589,-0.97414286727221,1,13.99,1
415,CEDAR HILL,DALLAS,DFW,SCHEPPS,7,26,1981,0.1785,0.1685,0.171,0.181,,,,,,,1,3,0,1,0,26331462.2824028,75676361.1466808,9013279.63718821,24459260.8526589,0.0205534035164326,1,14.9,1
416,CEDAR HILL,DALLAS,DFW,SCHEPPS,7,14,1982,0.172,0.162,0.172,0.182,,,,,,,1,3,0,1,0,23795283.0130496,84946678.9341424,10312728.9831484,24459260.8526589,0.141508580078938,1,14.8,1
417,CEDAR HILL,DALLAS,DFW,OAK FARMS,8,4,1983,0.16,0.15,0.16,,90120.890790722,24968.9770169374,38674.9454618238,,153764.813269483,,1,3,1423.74827101373,,1,11847250.7249519,74331231.1668181,13317162.1865258,34259343.9798566,0.229331643225645,0,14.86,3
418,CEDAR HILL,DALLAS,DFW,BORDEN,8,4,1983,0.1655,0.1555,0.1655,,90120.890790722,24968.9770169374,38674.9454618238,,153764.813269483,,1,3,1423.74827101373,,0,11847250.7249519,74331231.1668181,10543892.1165986,14843406.5703431,0.5509572363015,0,14.86,3
419,CEDAR HILL,DALLAS,DFW,SCHEPPS,8,4,1983,0.165,0.155,0.165,,90120.890790722,24968.9770169374,38674.9454618238,,153764.813269483,,1,3,1423.74827101373,1,0,11847250.7249519,74331231.1668181,6253401.98023637,24459260.8526589,0.0962814622957156,1,14.86,3
420,CEDAR HILL,DALLAS,DFW,OAK FARMS,8,19,1984,0.1475,0.1375,0.1475,0.159,95592.1205285854,26484.8409679089,41022.8973058901,36851.492684479,199951.351486864,,1,3,1851.40140265615,,1,9369291.05821496,86135755.5117197,7844045.1638224,34259343.9798566,0.120187211969046,0,14.56,3
421,CEDAR HILL,DALLAS,DFW,BORDEN,8,19,1984,0.1685,0.1585,0.1665,0.1765,95592.1205285854,26484.8409679089,41022.8973058901,36851.492684479,199951.351486864,,1,3,1851.40140265615,,0,9369291.05821496,86135755.5117197,10051972.0649329,14843406.5703431,0.568427614294634,0,14.56,3
422,CEDAR HILL,DALLAS,DFW,SCHEPPS,8,19,1984,0.1625,0.155,0.165,0.175,95592.1205285854,26484.8409679089,41022.8973058901,36851.492684479,199951.351486864,,1,3,1851.40140265615,1,0,9369291.05821496,86135755.5117197,13707501.5406088,24459260.8526589,0.451648200467272,1,14.56,3
423,CEDAR HILL,DALLAS,DFW,SCHEPPS,8,4,1985,0.151,0.141,0.15,0.16,111930.282109711,31011.5070654008,48034.3405190273,43149.9787799374,234126.108474076,,1,3,2167.83433772293,0,1,12520704.9853242,93054269.8529648,14285828.2228793,24459260.8526589,0.449513509285144,1,14.04,3
424,CEDAR HILL,DALLAS,DFW,BORDEN,8,4,1985,0.1685,0.1585,0.1665,0.1765,111930.282109711,31011.5070654008,48034.3405190273,43149.9787799374,234126.108474076,,1,3,2167.83433772293,,0,12520704.9853242,93054269.8529648,9811431.77337999,14843406.5703431,0.526443241255976,0,14.04,3
425,CEDAR HILL,DALLAS,DFW,FOREMOST,8,4,1985,0.175,0.165,0.172,0.183,111930.282109711,31011.5070654008,48034.3405190273,43149.9787799374,234126.108474076,,1,3,2167.83433772293,,0,12520704.9853242,93054269.8529648,14571456.9513027,14571456.9513027,0.865447281407847,0,14.04,3
426,CEDAR HILL,DALLAS,DFW,SCHEPPS,8,7,1986,0.165,0.155,0.165,0.175,129152.353983792,35783.0701628692,55425.10956964,49789.2190454518,270149.752761753,,1,3,2501.38659964586,0,1,11364286.1119198,96115650.8644452,9805136.23317178,24459260.8526589,0.28264068573029,1,14.14,3
427,CEDAR HILL,DALLAS,DFW,BORDEN,8,7,1986,0.1725,0.1625,0.1725,0.1825,129152.353983792,35783.0701628692,55425.10956964,49789.2190454518,270149.752761753,,1,3,2501.38659964586,1,0,11364286.1119198,96115650.8644452,13472758.4339951,14843406.5703431,0.789423920428005,0,14.14,3
428,CEDAR HILL,DALLAS,DFW,PRESTON,8,7,1986,0.195,0.185,0.19,0.2,129152.353983792,35783.0701628692,55425.10956964,49789.2190454518,270149.752761753,,1,3,2501.38659964586,0,0,11364286.1119198,96115650.8644452,16977811.2144023,18820439.5968973,0.783858753921841,0,14.14,3
429,CEDAR HILL,DALLAS,DFW,SCHEPPS,8,2,1987,0.17,0.16,0.17,0.18,146049.140361456,40464.5093610647,62676.2839189231,56303.0592672667,305492.99290871,,1,3,2828.6388232288,,1,10420658.6628414,101379288.42028,22712595.6069817,24459260.8526589,0.825799964679845,1,14.62,2
430,CEDAR HILL,DALLAS,DFW,PRESTON,8,2,1987,0.175,0.17,0.175,0.18,146049.140361456,40464.5093610647,62676.2839189231,56303.0592672667,305492.99290871,,1,3,2828.6388232288,,0,10420658.6628414,101379288.42028,11626053.668742,18820439.5968973,0.514946668050624,0,14.62,2
431,CEDAR HILL,DALLAS,DFW,SCHEPPS,7,31,1988,0.1675,0.1575,0.165,0.175,161688.775654698,44797.6411217914,69387.9579459095,62332.2581427587,338206.632865158,,1,3,3131.54289689961,0,1,31151504.5559272,109470332.68921,19255195.5848855,24459260.8526589,0.502669658275722,1,14.14,3
432,CEDAR HILL,DALLAS,DFW,OAK FARMS,7,31,1988,0.175,0.165,0.175,0.185,161688.775654698,44797.6411217914,69387.9579459095,62332.2581427587,338206.632865158,,1,3,3131.54289689961,,0,31151504.5559272,109470332.68921,13599933.3107873,34259343.9798566,0.112404319981771,0,14.14,3
433,CEDAR HILL,DALLAS,DFW,PRESTON,7,31,1988,0.175,0.172,0.177,0.18,161688.775654698,44797.6411217914,69387.9579459095,62332.2581427587,338206.632865158,,1,3,3131.54289689961,,0,31151504.5559272,109470332.68921,18512439.5968973,18820439.5968973,0.699069089003551,0,14.14,3
434,CEDAR HILL,DALLAS,DFW,SCHEPPS,8,6,1989,0.16,0.15,0.16,0.17,188470.825515524,52217.9005263985,80881.3454239426,72656.9429500847,394227.01441595,,1,3,3650.25013348102,0,1,3847235.86096735,108104445.363237,18664411.2261933,24459260.8526589,0.727493434741841,1,15.22,2
435,CEDAR HILL,DALLAS,DFW,PRESTON,8,6,1989,0.18,0.17,0.18,0.182,188470.825515524,52217.9005263985,80881.3454239426,72656.9429500847,394227.01441595,,1,3,3650.25013348102,0,0,3847235.86096735,108104445.363237,18034611.5620904,18820439.5968973,0.922657894432787,0,15.22,2
436,CEDAR HILL,DALLAS,DFW,SCHEPPS,6,19,1990,0.1675,0.1555,0.1695,0.1795,205337.709607072,56891.0549696583,88119.6873514135,79159.2556121807,429507.707540324,,1,3,3976.92321796596,1,1,52771131.1660148,104099327.274789,20298049.2191517,24459260.8526589,0.322941165525155,1,16.2533333333,4
437,CEDAR HILL,DALLAS,DFW,OAK FARMS,6,19,1990,0.195,0.19,0.1925,0.205,205337.709607072,56891.0549696583,88119.6873514135,79159.2556121807,429507.707540324,,1,3,3976.92321796596,1,0,52771131.1660148,104099327.274789,16907905.0,34259343.9798566,-0.0134037512146255,0,16.2533333333,4
438,CEDAR HILL,DALLAS,DFW,PRESTON,6,19,1990,0.185,0.18,0.185,0.19,205337.709607072,56891.0549696583,88119.6873514135,79159.2556121807,429507.707540324,,1,3,3976.92321796596,1,0,52771131.1660148,104099327.274789,12339176.9588803,18820439.5968973,0.148695826065275,0,16.2533333333,4
439,CEDAR HILL,DALLAS,DFW,SCHEPPS,6,19,1990,0.1835,0.1695,0.1835,0.1935,205337.709607072,56891.0549696583,88119.6873514135,79159.2556121807,429507.707540324,,1,3,3976.92321796596,0,0,52771131.1660148,104099327.274789,20298049.2191517,24459260.8526589,0.322941165525155,1,16.2533333333,4
440,CEDAR HILL,DALLAS,DFW,SCHEPPS,6,18,1992,0.164,0.1595,0.162,0.172,205337.709607072,56891.0549696583,88119.6873514135,79159.2556121807,429507.707540324,,1,3,3976.92321796596,1,1,14314296.5498633,44444553.0614746,4611101.70754032,24459260.8526589,-0.133549174194641,1,15.1533333333,1
441,COPPELL,DALLAS,DFW,SCHEPPS,7,22,1980,0.184,,0.176,0.192,,,,,,,1,3,0,1,0,27945146.4919576,58060037.7775751,8597940.55907157,24459260.8526589,-0.129793779251481,0,13.99,1
442,COPPELL,DALLAS,DFW,SCHEPPS,7,26,1981,0.195,0.19,0.19,,,,,,,,1,3,0,1,0,26331462.2824028,75676361.1466808,9013279.63718821,24459260.8526589,0.0205534035164326,0,14.9,1
443,COPPELL,DALLAS,DFW,SCHEPPS,7,10,1983,0.167,0.157,0.167,,,,,,,,1,3,0,1,0,25778471.7269717,74331231.1668181,5952481.98023637,24459260.8526589,-0.103442273717959,0,14.86,1
444,COPPELL,DALLAS,DFW,BORDEN,7,11,1984,0.165,0.155,0.165,,167901.756197144,46519.0152339408,72054.2285689156,,286475,,1,3,2652,,1,30074452.8762326,86135755.5117197,9664784.89714514,14843406.5703431,0.301964576756488,0,14.56,3
445,COPPELL,DALLAS,DFW,CABELL,7,11,1984,0.1725,0.1645,0.1725,,167901.756197144,46519.0152339408,72054.2285689156,,286475,,1,3,2652,1,0,30074452.8762326,86135755.5117197,7995917.10339186,14058181.1006322,0.219621446185245,0,14.56,3
446,COPPELL,DALLAS,DFW,SCHEPPS,7,11,1984,0.1699,0.16,0.1691,,167901.756197144,46519.0152339408,72054.2285689156,,286475,,1,3,2652,1,0,30074452.8762326,86135755.5117197,13388027.5406088,24459260.8526589,0.198208480567921,0,14.56,3
447,COPPELL,DALLAS,DFW,CABELL,7,10,1985,0.1715,0.1615,0.1715,,167901.756197144,46519.0152339408,72054.2285689156,,286475,,1,3,2652,,1,34524212.7822232,93054269.8529648,8044868.81051203,14058181.1006322,0.201243720098546,0,14.04,3
448,COPPELL,DALLAS,DFW,BORDEN,7,10,1985,0.1625,0.1525,0.1625,,167901.756197144,46519.0152339408,72054.2285689156,,286475,,1,3,2652,,0,34524212.7822232,93054269.8529648,8844340.28206943,14843406.5703431,0.224831433863282,0,14.04,3
