rowid,SYSTEM,COUNTY,MRKTCODE,VENDOR,MONTH,DAY,YEAR,LFC,LFW,WW,WC,QLFC,QLFW,QWW,QWC,ESTQTY,QUANTITY,FMOZONE,DEL,QSTOP,ESC,WIN,PASSED,CONTRACTS,COMMITMENTS,CAPACITY,BACKLOG,I,FMO,N
3903,ACADEMY,BELL,WACO,PURE,7,22,1990,,,,,,,,,111735.769047231,,3,,,,0,26799257.7005791,104099327.274789,1317489.53321802,4073460.97903592,0.0659931692263641,0,16.4033333333,3
3904,BELTON,BELL,WACO,OAK FARMS,7,5,1984,0.1375,0.1275,0.135,0.1399,302048.979918638,83685.96860734,129622.862386925,116442.189087097,631800,,3,5,3510,,1,30074452.8762326,86135755.5117197,3804135.42000163,34259343.9798566,-0.238112432126272,0,14.71,1
3905,BELTON,BELL,WACO,BORDEN,7,18,1985,0.145,0.14,0.145,0.15,302048.979918638,83685.96860734,129622.862386925,116442.189087097,631800,,3,5,3510,0,1,34524212.7822232,93054269.8529648,8844340.28206943,14843406.5703431,0.224831433863282,0,14.19,1
3906,BELTON,BELL,WACO,OAK FARMS,6,30,1987,0.12,0.1185,0.13,0.1375,302048.979918638,83685.96860734,129622.862386925,116442.189087097,631800,,3,5,3510,,1,57050485.3078712,101379288.42028,10918255.3959262,34259343.9798566,-0.244048769728297,0,14.77,3
3907,BELTON,BELL,WACO,BORDEN,6,30,1987,0.1375,0.1325,0.14,0.1425,302048.979918638,83685.96860734,129622.862386925,116442.189087097,631800,,3,5,3510,,0,57050485.3078712,101379288.42028,9701336.35013471,14843406.5703431,0.0908358294252499,0,14.77,3
3908,BELTON,BELL,WACO,SUPERIOR,6,30,1987,0.135,0.132,0.137,0.14,302048.979918638,83685.96860734,129622.862386925,116442.189087097,631800,,3,5,3510,0,0,57050485.3078712,101379288.42028,8048212.20007074,9552974.16662402,0.279739353829124,0,14.77,3
3909,BELTON,BELL,WACO,BORDEN,7,7,1988,0.1295,0.1295,0.1295,0.1325,302048.979918638,83685.96860734,129622.862386925,116442.189087097,631800,,3,5,3510,,1,31151504.5559272,109470332.68921,13016083.3972119,14843406.5703431,0.592327550127655,0,14.29,4
3910,BELTON,BELL,WACO,BORDEN,7,7,1988,0.1275,0.1275,0.1275,0.13,302048.979918638,83685.96860734,129622.862386925,116442.189087097,631800,,3,5,3510,,0,31151504.5559272,109470332.68921,13016083.3972119,14843406.5703431,0.592327550127655,0,14.29,4
3911,BELTON,BELL,WACO,OAK FARMS,7,7,1988,0.114,0.114,0.125,0.135,302048.979918638,83685.96860734,129622.862386925,116442.189087097,631800,,3,5,3510,,0,31151504.5559272,109470332.68921,13599933.3107873,34259343.9798566,0.112404319981771,0,14.29,4
3912,BELTON,BELL,WACO,OAK FARMS,7,7,1988,0.118,0.114,0.125,0.135,302048.979918638,83685.96860734,129622.862386925,116442.189087097,631800,,3,5,3510,,0,31151504.5559272,109470332.68921,13599933.3107873,34259343.9798566,0.112404319981771,0,14.29,4
3913,BELTON,BELL,WACO,BORDEN,6,29,1989,0.14,0.135,0.135,0.14,527400,18000,86400,,631800,631800,3,3,5850,0,1,55280971.4616198,108104445.363237,8278522.18552527,14843406.5703431,0.0463575606524189,0,15.37,2
3914,BELTON,BELL,WACO,CABELL,6,29,1989,0.135,0.134,0.139,0.141,527400,18000,86400,,631800,,3,3,5850,0,0,55280971.4616198,108104445.363237,8630978.07696845,14058181.1006322,0.102580686184524,0,15.37,2
3915,BELTON,BELL,WACO,OAK FARMS,7,22,1990,0.1405,0.1405,0.1465,0.151,618048,23688,86904,,728640,728640,3,3,6746,0,1,26799257.7005791,104099327.274789,23556673.7577428,34259343.9798566,0.430159208942094,0,16.4033333333,4
3916,BELTON,BELL,WACO,BORDEN,7,22,1990,0.148,0.148,0.148,0.154,618048,23688,86904,,728640,,3,3,6746,1,0,26799257.7005791,104099327.274789,12775700.7576429,14843406.5703431,0.60325940361773,0,16.4033333333,4
3917,BELTON,BELL,WACO,PURE,7,22,1990,,0.146,0.151,0.1525,618048,23688,86904,,728640,,3,3,6746,0,0,26799257.7005791,104099327.274789,1317489.53321802,4073460.97903592,0.0659931692263641,0,16.4033333333,4
3918,BELTON,BELL,WACO,PURE,7,22,1990,,0.152,0.157,0.159,618048,23688,86904,,728640,,3,3,6746,0,0,26799257.7005791,104099327.274789,1317489.53321802,4073460.97903592,0.0659931692263641,0,16.4033333333,4
3919,HOLLAND,BELL,WACO,SUPERIOR,8,12,1980,,,,,,,,,56538.4305004192,,3,,,,1,3596480.43790613,58060037.7775751,7994527.98779596,9552974.16662402,0.774918561564884,0,14.14,1
3920,HOLLAND,BELL,WACO,OAK FARMS,7,7,1981,,,,,,,,,59305.8511473755,,3,,,,1,26331462.2824028,75676361.1466808,16257933.4421441,34259343.9798566,0.126606407374097,0,15.05,1
3921,HOLLAND,BELL,WACO,OAK FARMS,8,10,1982,,,,,,,,,63822.5686466228,,3,,,,1,5227845.45972869,84946678.9341424,18518976.1416639,34259343.9798566,0.479009891083954,0,14.95,1
3922,HOLLAND,BELL,WACO,SUPERIOR,8,9,1983,,,,,,,,,59907.2426415463,,3,,,,1,11847250.7249519,74331231.1668181,344186.405518715,9552974.16662402,-0.123355321347501,0,15.01,1
3923,HOLLAND,BELL,WACO,SUPERIOR,8,29,1984,,,,,,,,,65247.9958186663,,3,,,,1,9369291.05821496,86135755.5117197,8746876.06441927,9552974.16662402,0.806844560779537,0,14.71,1
3924,HOLLAND,BELL,WACO,SUPERIOR,7,30,1985,0.145,0.14,0.145,0.155,26669.8731874191,7389.1796321421,11445.2473998779,10281.4398428191,55785.7400622581,,3,,,0,1,34524212.7822232,93054269.8529648,1531010.43628708,9552974.16662402,-0.210746274470186,0,14.19,1
3925,HOLLAND,BELL,WACO,SUPERIOR,8,13,1986,0.146,0.14,0.146,0.156,29290.5481809553,8115.2662598744,12569.8974289543,11291.7300719579,61267.4419417419,,3,,,0,1,11364286.1119198,96115650.8644452,8275493.35526012,9552974.16662402,0.748038479808586,0,14.29,1
3926,HOLLAND,BELL,WACO,SUPERIOR,8,2,1987,0.146,0.14,0.146,0.156,30354.9551010067,8410.1718216176,13026.682523076,11702.0670705587,63493.8765162589,,3,,,0,1,10420658.6628414,101379288.42028,8686421.72041384,9552974.16662402,0.806500941769947,0,14.77,1
3927,HOLLAND,BELL,WACO,SUPERIOR,8,9,1988,0.143,0.13,0.143,0.153,29541.2239215608,8184.7187114754,12677.4737135589,11388.3674848537,61791.7838314487,,3,,,0,1,8338127.35565186,109470332.68921,9552974.16662402,9552974.16662402,0.923832081708164,0,14.29,3
3928,HOLLAND,BELL,WACO,OAK FARMS,8,9,1988,0.15,,0.15,0.16,29541.2239215608,8184.7187114754,12677.4737135589,11388.3674848537,61791.7838314487,,3,,,,0,8338127.35565186,109470332.68921,17031497.0455842,34259343.9798566,0.42096644177058,0,14.29,3
3929,HOLLAND,BELL,WACO,PURE,8,9,1988,0.159,0.155,0.159,0.169,29541.2239215608,8184.7187114754,12677.4737135589,11388.3674848537,61791.7838314487,,3,,,0,0,8338127.35565186,109470332.68921,3916113.91823389,4073460.97903592,0.885204717505631,0,14.29,3
3930,HOLLAND,BELL,WACO,BORDEN,8,7,1989,0.14,0.14,0.14,0.1475,29516.575896466,8177.8897069382,12666.8961325128,11378.8654828953,61740.2272188123,,3,,,0,1,3847235.86096735,108104445.363237,11132370.4768684,14843406.5703431,0.714399436093421,0,15.37,3
3931,HOLLAND,BELL,WACO,OAK FARMS,8,7,1989,0.154,0.1475,0.154,0.1625,29516.575896466,8177.8897069382,12666.8961325128,11378.8654828953,61740.2272188123,,3,,,,0,3847235.86096735,108104445.363237,22815512.3149223,34259343.9798566,0.6303765210736,0,15.37,3
3932,HOLLAND,BELL,WACO,PURE,8,7,1989,0.1475,0.1425,0.149,0.1525,29516.575896466,8177.8897069382,12666.8961325128,11378.8654828953,61740.2272188123,,3,,,0,0,3847235.86096735,108104445.363237,4073460.97903592,4073460.97903592,0.964411862546073,0,15.37,3
3933,HOLLAND,BELL,WACO,BORDEN,8,5,1990,,0.148,0.148,0.154,,16410.1963742936,25418.0797780825,22833.4477209395,64661.7238733156,,3,,,1,1,5309295.91358337,104099327.274789,14722571.1126744,14843406.5703431,0.940857106097958,0,16.4033333333,4
3934,HOLLAND,BELL,WACO,OAK FARMS,8,5,1990,0.144,0.141,0.145,0.151,,16410.1963742936,25418.0797780825,22833.4477209395,64661.7238733156,,3,,,1,0,5309295.91358337,104099327.274789,24540872.9580464,34259343.9798566,0.665324200652043,0,16.4033333333,4
3935,HOLLAND,BELL,WACO,PURE,8,5,1990,0.152,0.149,0.152,0.16,,16410.1963742936,25418.0797780825,22833.4477209395,64661.7238733156,,3,,,1,0,5309295.91358337,104099327.274789,2247297.12506319,4073460.97903592,0.500690105269116,0,16.4033333333,4
3936,HOLLAND,BELL,WACO,PURE,8,5,1990,0.159,0.155,0.159,0.167,,16410.1963742936,25418.0797780825,22833.4477209395,64661.7238733156,,3,,,0,0,5309295.91358337,104099327.274789,2247297.12506319,4073460.97903592,0.500690105269116,0,16.4033333333,4
3937,KILLEEN,BELL,WACO,MAPLEHURST,6,4,1981,0.17,0.17,0.17,,975787.781695348,270352.661639113,418754.618471512,,1664895.06180597,,3,5,9249.41701003317,,1,66980463.4186782,75676361.1466808,1664895.06180597,2459887.76814819,-0.208273474992959,1,15.05,3
3938,KILLEEN,BELL,WACO,SCHEPPS,6,4,1981,0.21,0.185,0.19,,975787.781695348,270352.661639113,418754.618471512,,1664895.06180597,,3,5,9249.41701003317,,0,66980463.4186782,75676361.1466808,5231789.66666667,24459260.8526589,-0.671192853797211,0,15.05,3
3939,KILLEEN,BELL,WACO,SUPERIOR,6,4,1981,0.195,0.18,0.185,,975787.781695348,270352.661639113,418754.618471512,,1664895.06180597,,3,5,9249.41701003317,,0,66980463.4186782,75676361.1466808,0.0,9552974.16662402,-0.885090963727133,0,15.05,3
3940,KILLEEN,BELL,WACO,MAPLEHURST,6,14,1982,0.175,0.175,0.175,,1014341.29637515,281034.333929699,435299.673280897,,1730675.30358575,,3,5,9614.86279769861,,1,69779728.1998207,84946678.9341424,1730675.30358575,2459887.76814819,-0.117894637512872,1,14.95,3
3941,KILLEEN,BELL,WACO,PURE,6,14,1982,0.1875,0.175,0.1775,,1014341.29637515,281034.333929699,435299.673280897,,1730675.30358575,,3,5,9614.86279769861,,0,69779728.1998207,84946678.9341424,2452989.88318541,4073460.97903592,-0.219265143687212,0,14.95,3
3942,KILLEEN,BELL,WACO,SUPERIOR,6,14,1982,0.195,0.18,0.185,,1014341.29637515,281034.333929699,435299.673280897,,1730675.30358575,,3,5,9614.86279769861,,0,69779728.1998207,84946678.9341424,0.0,9552974.16662402,-0.821453281933713,0,14.95,3
3943,KILLEEN,BELL,WACO,MAPLEHURST,6,14,1983,0.175,0.175,0.175,,1065571.24723935,295228.151306377,457284.759516738,,1818084.15806247,,3,5,10100.4675447915,,1,43889812.212781,74331231.1668181,1818084.15806247,2459887.76814819,0.148629717580663,1,15.01,3
3944,KILLEEN,BELL,WACO,PURE,6,14,1983,0.175,0.17,,,1065571.24723935,295228.151306377,457284.759516738,,1818084.15806247,,3,5,10100.4675447915,,0,43889812.212781,74331231.1668181,2254000.0,4073460.97903592,-0.0371247870654553,0,15.01,3
3945,KILLEEN,BELL,WACO,SUPERIOR,6,14,1983,0.195,0.18,0.185,,1065571.24723935,295228.151306377,457284.759516738,,1818084.15806247,,3,5,10100.4675447915,,0,43889812.212781,74331231.1668181,0.0,9552974.16662402,-0.590462602647884,0,15.01,3
3946,KILLEEN,BELL,WACO,MAPLEHURST,6,25,1984,0.1775,0.1775,0.1775,,1104265.22957265,305948.74169443,473890.09534188,,1884104.06660896,,3,5,10467.2448144942,,1,61153356.5037516,86135755.5117197,1884104.06660896,2459887.76814819,0.0559660818546481,1,14.71,3
3947,KILLEEN,BELL,WACO,PURE,6,25,1984,0.19,0.1875,0.195,,1104265.22957265,305948.74169443,473890.09534188,,1884104.06660896,,3,5,10467.2448144942,,0,61153356.5037516,86135755.5117197,2253000.0,4073460.97903592,-0.156872499926803,0,14.71,3
3948,KILLEEN,BELL,WACO,SUPERIOR,6,25,1984,0.195,0.1825,0.185,,1104265.22957265,305948.74169443,473890.09534188,,1884104.06660896,,3,5,10467.2448144942,,0,61153356.5037516,86135755.5117197,8408178.44610434,9552974.16662402,0.170198599374968,0,14.71,3
3949,KILLEEN,BELL,WACO,MAPLEHURST,5,29,1985,0.179,0.179,0.179,,1178973.08393922,326647.368642043,505950.610588081,,2011571.06316935,,3,5,11175.3947953853,1,1,91180021.9675409,93054269.8529648,2011571.06316935,2459887.76814819,-0.162109428186881,1,14.19,3
3950,KILLEEN,BELL,WACO,PURE,5,29,1985,0.185,0.1825,0.185,,1178973.08393922,326647.368642043,505950.610588081,,2011571.06316935,,3,5,11175.3947953853,0,0,91180021.9675409,93054269.8529648,2103000.0,4073460.97903592,-0.463589949624301,0,14.19,3
3951,KILLEEN,BELL,WACO,SUPERIOR,5,29,1985,0.196,0.183,0.186,,1178973.08393922,326647.368642043,505950.610588081,,2011571.06316935,,3,5,11175.3947953853,0,0,91180021.9675409,93054269.8529648,0.0,9552974.16662402,-0.979858550409504,0,14.19,3
3952,KILLEEN,BELL,WACO,MAPLEHURST,5,18,1986,0.1825,0.1825,0.1825,,1266867.18419226,350999.38902141,543669.939634617,,2161536.51284828,,3,5,12008.5361824904,0,1,95289116.5408635,96115650.8644452,2161536.51284828,2459887.76814819,-0.112687158606088,1,14.29,3
3953,KILLEEN,BELL,WACO,BORDEN,5,18,1986,0.2,0.19,0.195,,1266867.18419226,350999.38902141,543669.939634617,,2161536.51284828,,3,5,12008.5361824904,0,0,95289116.5408635,96115650.8644452,542350.0,14843406.5703431,-0.954862518582133,0,14.29,3
3954,KILLEEN,BELL,WACO,PURE,5,18,1986,0.19,0.1875,0.19,,1266867.18419226,350999.38902141,543669.939634617,,2161536.51284828,,3,5,12008.5361824904,0,0,95289116.5408635,96115650.8644452,2103000.0,4073460.97903592,-0.475132026311966,0,14.29,3
3955,KILLEEN,BELL,WACO,MAPLEHURST,5,19,1987,0.185,0.185,0.185,,1337428.33754184,370549.127165541,573950.918146644,,2281928.38285403,,3,5,12677.3799047446,0,1,96599746.2449685,101379288.42028,2281928.38285403,2459887.76814819,-0.0251993599846989,1,14.77,2
3956,KILLEEN,BELL,WACO,BORDEN,5,19,1987,0.18,0.18,0.19,,1337428.33754184,370549.127165541,573950.918146644,,2281928.38285403,,3,5,12677.3799047446,0,0,96599746.2449685,101379288.42028,5736484.01438034,14843406.5703431,-0.566388034038268,0,14.77,2
3957,KILLEEN,BELL,WACO,MAPLEHURST,7,19,1988,0.178,0.178,0.178,,1337428.33754184,370549.127165541,573950.918146644,,2281928.38285403,,3,5,12677.3799047446,1,1,31151504.5559272,109470332.68921,2281928.38285403,2459887.76814819,0.643089761203645,1,14.29,3
3958,KILLEEN,BELL,WACO,BORDEN,7,19,1988,0.1825,0.1825,0.1825,,1337428.33754184,370549.127165541,573950.918146644,,2281928.38285403,,3,5,12677.3799047446,0,0,31151504.5559272,109470332.68921,13016083.3972119,14843406.5703431,0.592327550127655,0,14.29,3
3959,KILLEEN,BELL,WACO,PURE,7,19,1988,0.185,0.185,0.185,,1337428.33754184,370549.127165541,573950.918146644,,2281928.38285403,,3,5,12677.3799047446,0,0,31151504.5559272,109470332.68921,3332413.18530079,4073460.97903592,0.533513349191016,0,14.29,3
3960,KILLEEN,BELL,WACO,MAPLEHURST,6,14,1989,0.1775,0.1775,0.1775,,1385610.10861539,383898.413041603,594627.892732379,,2364136.41438937,,3,5,13134.0911910521,1,1,55280971.4616198,108104445.363237,2364136.41438937,2459887.76814819,0.449708598285944,1,15.37,5
3961,KILLEEN,BELL,WACO,BORDEN,6,14,1989,0.18,0.18,0.18,,1385610.10861539,383898.413041603,594627.892732379,,2364136.41438937,,3,5,13134.0911910521,,0,55280971.4616198,108104445.363237,8278522.18552527,14843406.5703431,0.0463575606524189,0,15.37,5
3962,KILLEEN,BELL,WACO,BORDEN,6,14,1989,0.182,0.182,0.182,,1385610.10861539,383898.413041603,594627.892732379,,2364136.41438937,,3,5,13134.0911910521,,0,55280971.4616198,108104445.363237,8278522.18552527,14843406.5703431,0.0463575606524189,0,15.37,5
3963,KILLEEN,BELL,WACO,CABELL,6,14,1989,0.185,0.18,0.185,,1385610.10861539,383898.413041603,594627.892732379,,2364136.41438937,,3,5,13134.0911910521,,0,55280971.4616198,108104445.363237,8630978.07696845,14058181.1006322,0.102580686184524,0,15.37,5
3964,KILLEEN,BELL,WACO,MAPLEHURST,6,14,1989,0.1775,0.1775,0.1775,,1385610.10861539,383898.413041603,594627.892732379,,2364136.41438937,,3,5,13134.0911910521,1,0,55280971.4616198,108104445.363237,2364136.41438937,2459887.76814819,0.449708598285944,1,15.37,5
3965,KILLEEN,BELL,WACO,MAPLEHURST,7,11,1990,0.1775,0.1775,0.1775,0.1775,1176015.49712488,325827.936914893,504681.376476659,453362.957631763,2459887.76814819,,3,5,13666.0431563788,1,1,26799257.7005791,104099327.274789,2459887.76814819,2459887.76814819,0.742560702339243,1,16.4033333333,5
3966,KILLEEN,BELL,WACO,BORDEN,7,11,1990,0.175,0.175,0.175,,1176015.49712488,325827.936914893,504681.376476659,453362.957631763,2459887.76814819,,3,5,13666.0431563788,1,0,26799257.7005791,104099327.274789,12775700.7576429,14843406.5703431,0.60325940361773,0,16.4033333333,5
3967,KILLEEN,BELL,WACO,CABELL,7,11,1990,0.179,0.169,0.18,,1176015.49712488,325827.936914893,504681.376476659,453362.957631763,2459887.76814819,,3,5,13666.0431563788,1,0,26799257.7005791,104099327.274789,4626699.35829179,14058181.1006322,0.0716715115664565,0,16.4033333333,5
3968,KILLEEN,BELL,WACO,PURE,7,11,1990,0.183,0.1825,0.183,,1176015.49712488,325827.936914893,504681.376476659,453362.957631763,2459887.76814819,,3,5,13666.0431563788,1,0,26799257.7005791,104099327.274789,1317489.53321802,4073460.97903592,0.0659931692263641,0,16.4033333333,5
3969,KILLEEN,BELL,WACO,PURE,7,11,1990,0.189,0.1875,0.189,,1176015.49712488,325827.936914893,504681.376476659,453362.957631763,2459887.76814819,,3,5,13666.0431563788,0,0,26799257.7005791,104099327.274789,1317489.53321802,4073460.97903592,0.0659931692263641,0,16.4033333333,5
3970,ROGERS,BELL,WACO,OAK FARMS,8,4,1980,,0.15,0.155,0.165,,26265.604000336,40683.3168033189,36546.4423533681,103495.363157023,,3,,,,1,3596480.43790613,58060037.7775751,9019818.52893001,34259343.9798566,0.201336375522819,0,14.14,1
3971,ROGERS,BELL,WACO,OAK FARMS,8,4,1981,,0.149,0.149,0.149,,22290.204367199,34525.7411887379,31014.9985106076,87830.9440665445,,3,,,,1,3347374.74864809,75676361.1466808,16940970.1393677,34259343.9798566,0.450259193944011,0,15.05,1
3972,ROGERS,BELL,WACO,OAK FARMS,8,4,1982,,0.149,0.149,0.149,,21530.5005513577,33349.0208279129,29957.9327103724,84837.4540896429,,3,,,,1,5227845.45972869,84946678.9341424,18518976.1416639,34259343.9798566,0.479009891083954,0,14.95,1
3973,ROGERS,BELL,WACO,SUPERIOR,7,24,1983,,0.135,0.144,0.153,,21057.5140153422,32616.4025683756,29299.8105833432,82973.727167061,,3,,,,1,25778471.7269717,74331231.1668181,284279.162877169,9552974.16662402,-0.317047207532607,0,15.01,1
3974,ROGERS,BELL,WACO,SUPERIOR,8,4,1984,,0.13,0.143,0.153,,18753.4650646697,29047.6152909398,26093.9146841277,73894.9950397372,,3,,,,1,9369291.05821496,86135755.5117197,8746876.06441927,9552974.16662402,0.806844560779537,0,14.71,1
3975,ROGERS,BELL,WACO,SUPERIOR,7,30,1985,0.143,0.13,0.143,0.15,45323.4250628132,12557.3498973756,19450.329186358,17472.5265838028,94803.6307303496,,3,,,0,1,34524212.7822232,93054269.8529648,1531010.43628708,9552974.16662402,-0.210746274470186,0,14.19,2
3976,ROGERS,BELL,WACO,BORDEN,7,30,1985,0.155,0.15,0.15,0.16,45323.4250628132,12557.3498973756,19450.329186358,17472.5265838028,94803.6307303496,,3,,,0,0,34524212.7822232,93054269.8529648,8844340.28206943,14843406.5703431,0.224831433863282,0,14.19,2
3977,ROGERS,BELL,WACO,SUPERIOR,8,4,1986,0.143,0.13,0.143,0.15,45151.1874189993,12509.6295771245,19376.4142325384,17406.1276564027,94443.3588850649,,3,,,0,1,11364286.1119198,96115650.8644452,8275493.35526012,9552974.16662402,0.748038479808586,0,14.29,4
3978,ROGERS,BELL,WACO,BORDEN,8,4,1986,0.155,0.15,0.15,0.16,45151.1874189993,12509.6295771245,19376.4142325384,17406.1276564027,94443.3588850649,,3,,,0,0,11364286.1119198,96115650.8644452,13472758.4339951,14843406.5703431,0.789423920428005,0,14.29,4
3979,ROGERS,BELL,WACO,OAK FARMS,8,4,1986,0.1455,0.1335,0.148,0.154,45151.1874189993,12509.6295771245,19376.4142325384,17406.1276564027,94443.3588850649,,3,,,,0,11364286.1119198,96115650.8644452,7822004.66038077,34259343.9798566,0.110081866870761,0,14.29,4
3980,ROGERS,BELL,WACO,PURE,8,4,1986,0.18,0.175,0.18,0.19,45151.1874189993,12509.6295771245,19376.4142325384,17406.1276564027,94443.3588850649,,3,,,0,0,11364286.1119198,96115650.8644452,3101559.69241926,4073460.97903592,0.643170963868479,0,14.29,4
3981,ROGERS,BELL,WACO,SUPERIOR,7,28,1987,0.143,0.13,0.143,0.15,43219.0599219965,11974.3125530343,18547.2510394514,16661.2777469378,90401.90126142,,3,,,0,1,27630100.3848669,101379288.42028,8492146.51505594,9552974.16662402,0.616411288495425,0,14.77,2
3982,ROGERS,BELL,WACO,BORDEN,7,28,1987,0.155,0.15,0.15,0.16,43219.0599219965,11974.3125530343,18547.2510394514,16661.2777469378,90401.90126142,,3,,,0,0,27630100.3848669,101379288.42028,11559605.2407097,14843406.5703431,0.506228505475965,0,14.77,2
3983,ROGERS,BELL,WACO,SUPERIOR,8,4,1988,0.138,0.125,0.138,0.145,43219.0599219965,11974.3125530343,18547.2510394514,16661.2777469378,90401.90126142,,3,,,0,1,8338127.35565186,109470332.68921,9552974.16662402,9552974.16662402,0.923832081708164,0,14.29,2
3984,ROGERS,BELL,WACO,BORDEN,8,4,1988,0.145,0.14,0.145,0.15,43219.0599219965,11974.3125530343,18547.2510394514,16661.2777469378,90401.90126142,,3,,,0,0,8338127.35565186,109470332.68921,13714234.8100009,14843406.5703431,0.847759803084582,0,14.29,2
3985,ROGERS,BELL,WACO,OAK FARMS,8,14,1989,0.137,0.1325,0.137,0.1445,33840.3495418743,9375.83841596,14522.4227308213,13045.7132521679,70784.3239408235,,3,,,,1,3847235.86096735,108104445.363237,22815512.3149223,34259343.9798566,0.6303765210736,0,15.37,3
3986,ROGERS,BELL,WACO,BORDEN,8,14,1989,0.145,0.145,0.145,0.1475,33840.3495418743,9375.83841596,14522.4227308213,13045.7132521679,70784.3239408235,,3,,,0,0,3847235.86096735,108104445.363237,11132370.4768684,14843406.5703431,0.714399436093421,0,15.37,3
3987,ROGERS,BELL,WACO,PURE,8,14,1989,0.169,0.165,0.169,0.179,33840.3495418743,9375.83841596,14522.4227308213,13045.7132521679,70784.3239408235,,3,,,,0,3847235.86096735,108104445.363237,4073460.97903592,4073460.97903592,0.964411862546073,0,15.37,3
3988,ROGERS,BELL,WACO,OAK FARMS,8,6,1990,0.154,0.151,0.155,0.161,36475.2479290941,10105.8657902481,15653.1766606711,14061.4867082232,76295.7770882366,,3,,,0,1,5309295.91358337,104099327.274789,24540872.9580464,34259343.9798566,0.665324200652043,0,16.4033333333,5
3989,ROGERS,BELL,WACO,BORDEN,8,6,1990,0.148,0.148,0.148,0.155,36475.2479290941,10105.8657902481,15653.1766606711,14061.4867082232,76295.7770882366,,3,,,1,0,5309295.91358337,104099327.274789,14722571.1126744,14843406.5703431,0.940857106097958,0,16.4033333333,5
3990,ROGERS,BELL,WACO,OAK FARMS,8,6,1990,0.144,0.141,0.145,0.151,36475.2479290941,10105.8657902481,15653.1766606711,14061.4867082232,76295.7770882366,,3,,,1,0,5309295.91358337,104099327.274789,24540872.9580464,34259343.9798566,0.665324200652043,0,16.4033333333,5
3991,ROGERS,BELL,WACO,PURE,8,6,1990,0.152,0.152,0.159,0.162,36475.2479290941,10105.8657902481,15653.1766606711,14061.4867082232,76295.7770882366,,3,,,1,0,5309295.91358337,104099327.274789,2247297.12506319,4073460.97903592,0.500690105269116,0,16.4033333333,5
3992,ROGERS,BELL,WACO,PURE,8,6,1990,0.159,0.159,0.165,0.169,36475.2479290941,10105.8657902481,15653.1766606711,14061.4867082232,76295.7770882366,,3,,,0,0,5309295.91358337,104099327.274789,2247297.12506319,4073460.97903592,0.500690105269116,0,16.4033333333,5
3993,SALADO,BELL,WACO,SUPERIOR,7,1,1986,0.142,0.14,0.146,0.154,23185.5668932577,6423.8145207284,9949.9741650415,8938.2131500774,48497.568729105,,3,3,449.051562306528,0,1,44316943.5878745,96115650.8644452,8119782.55443331,9552974.16662402,0.38889493420036,0,14.29,2
3994,SALADO,BELL,WACO,PURE,7,1,1986,0.175,0.17,0.18,0.19,23185.5668932577,6423.8145207284,9949.9741650415,8938.2131500774,48497.568729105,,3,3,449.051562306528,0,0,44316943.5878745,96115650.8644452,2569169.22036511,4073460.97903592,0.169629808352675,0,14.29,2
3995,SALADO,BELL,WACO,SUPERIOR,7,1,1987,0.142,0.14,0.146,0.154,24593.59755833,6813.9247937946,10554.2237314012,9481.0197272986,51442.7658108244,,3,3,476.321905655781,0,1,27630100.3848669,101379288.42028,8492146.51505594,9552974.16662402,0.616411288495425,0,14.77,2
3996,SALADO,BELL,WACO,PURE,7,1,1987,0.18,0.17,0.18,0.19,24593.59755833,6813.9247937946,10554.2237314012,9481.0197272986,51442.7658108244,,3,3,476.321905655781,0,0,27630100.3848669,101379288.42028,3373235.62301112,4073460.97903592,0.555558769449643,0,14.77,2
3997,SALADO,BELL,WACO,SUPERIOR,7,4,1988,0.139,0.138,0.143,0.151,23668.9902052049,6557.7522288397,10157.432946912,9124.5765296658,49508.7519106224,,3,3,458.4143695428,0,1,31151504.5559272,109470332.68921,9256337.71829076,9552974.16662402,0.684382537563371,0,14.29,2
3998,SALADO,BELL,WACO,PURE,7,4,1988,0.145,0.1425,0.145,0.149,23668.9902052049,6557.7522288397,10157.432946912,9124.5765296658,49508.7519106224,,3,3,458.4143695428,,0,31151504.5559272,109470332.68921,3332413.18530079,4073460.97903592,0.533513349191016,0,14.29,2
3999,SALADO,BELL,WACO,PURE,6,13,1989,0.139,0.135,0.145,0.1575,23187.4317920771,6424.3312113131,9950.7744773719,8938.9320828181,48501.4695635802,,3,3,449.087681144261,0,1,55280971.4616198,108104445.363237,3117032.029612,4073460.97903592,0.253838522037738,0,15.37,2
4000,SALADO,BELL,WACO,BORDEN,6,13,1989,0.15,0.145,0.15,0.155,23187.4317920771,6424.3312113131,9950.7744773719,8938.9320828181,48501.4695635802,,3,3,449.087681144261,,0,55280971.4616198,108104445.363237,8278522.18552527,14843406.5703431,0.0463575606524189,0,15.37,2
4001,SALADO,BELL,WACO,BORDEN,7,14,1990,0.148,0.148,0.148,0.153,28260.1700068199,7829.7887338201,12127.7156069583,10894.5114148507,59112.1857624491,,3,3,547.33505335601,1,1,26799257.7005791,104099327.274789,12775700.7576429,14843406.5703431,0.60325940361773,0,16.4033333333,3
4002,SALADO,BELL,WACO,PURE,7,14,1990,0.152,0.16,0.162,0.167,28260.1700068199,7829.7887338201,12127.7156069583,10894.5114148507,59112.1857624491,,3,3,547.33505335601,1,0,26799257.7005791,104099327.274789,1317489.53321802,4073460.97903592,0.0659931692263641,0,16.4033333333,3
