rowid,SYSTEM,COUNTY,MRKTCODE,VENDOR,MONTH,DAY,YEAR,LFC,LFW,WW,WC,QLFC,QLFW,QWW,QWC,ESTQTY,QUANTITY,FMOZONE,ESC,WIN,PASSED,CONTRACTS,COMMITMENTS,CAPACITY,BACKLOG,I,FMO
1476,MOUNT VERNON,FRANKLIN,DFW,BORDEN,7,16,1987,,0.1625,0.1725,0.1825,,29817.3927623859,46184.7531084996,41488.4662733944,117490.61214428,,1,1,0,27630100.3848669,101379288.42028,11559605.2407097,14843406.5703431,0.506228505475965,0,14.62
1477,MOUNT VERNON,FRANKLIN,DFW,FOREMOST,7,16,1987,,0.17,0.175,0.185,,29817.3927623859,46184.7531084996,41488.4662733944,117490.61214428,,1,1,0,27630100.3848669,101379288.42028,0.0,14571456.9513027,-0.272541865457992,0,14.62
1478,MOUNT VERNON,FRANKLIN,DFW,PRESTON,7,12,1988,,0.144,0.147,0.15,,31877.609530672,49375.8638656183,44355.0896092463,125608.563005537,,1,0,1,31151504.5559272,109470332.68921,18512439.5968973,18820439.5968973,0.699069089003551,1,14.14
1479,MOUNT VERNON,FRANKLIN,DFW,BORDEN,7,12,1988,,0.1625,0.1725,0.1825,,31877.609530672,49375.8638656183,44355.0896092463,125608.563005537,,1,1,0,31151504.5559272,109470332.68921,13016083.3972119,14843406.5703431,0.592327550127655,0,14.14
1480,MOUNT VERNON,FRANKLIN,DFW,CABELL,7,12,1988,,0.185,0.19,0.2,,31877.609530672,49375.8638656183,44355.0896092463,125608.563005537,,1,0,0,31151504.5559272,109470332.68921,12710426.0482678,14058181.1006322,0.619564472310945,0,14.14
1481,MOUNT VERNON,FRANKLIN,DFW,FOREMOST,7,12,1988,,0.18,0.18,0.19,,31877.609530672,49375.8638656183,44355.0896092463,125608.563005537,,1,0,0,31151504.5559272,109470332.68921,0.0,14571456.9513027,-0.284565724709792,0,14.14
1482,MOUNT VERNON,FRANKLIN,DFW,PRESTON,7,12,1989,,0.147,0.149,0.152,,33583.5193787943,52018.1815822858,46728.7238086977,132330.424769778,,1,0,1,20263952.3471971,108104445.363237,18034611.5620904,18820439.5968973,0.770798121866833,1,15.22
1483,MOUNT VERNON,FRANKLIN,DFW,BORDEN,7,12,1989,,0.16,0.17,0.18,,33583.5193787943,52018.1815822858,46728.7238086977,132330.424769778,,1,1,0,20263952.3471971,108104445.363237,10191908.6315118,14843406.5703431,0.499180768054264,0,15.22
1484,MOUNT VERNON,FRANKLIN,DFW,CABELL,7,12,1989,,0.175,0.18,0.19,,33583.5193787943,52018.1815822858,46728.7238086977,132330.424769778,,1,0,0,20263952.3471971,108104445.363237,13204289.5655642,14058181.1006322,0.751812259631111,0,15.22
1485,MOUNT VERNON,FRANKLIN,DFW,FOREMOST,7,12,1989,,0.17,0.19,0.2,,33583.5193787943,52018.1815822858,46728.7238086977,132330.424769778,,1,0,0,20263952.3471971,108104445.363237,0.0,14571456.9513027,-0.18744791001988,0,15.22
1486,MOUNT VERNON,FRANKLIN,DFW,PRESTON,8,6,1990,,0.152,0.155,0.16,,33086.5165636265,51248.3640299708,46037.1849910958,130372.065584693,,1,1,1,5309295.91358337,104099327.274789,14442699.024465,18820439.5968973,0.71639213913978,1,16.2533333333
1487,MOUNT VERNON,FRANKLIN,DFW,FOREMOST,8,6,1990,,0.175,0.1775,0.18,,33086.5165636265,51248.3640299708,46037.1849910958,130372.065584693,,1,1,0,5309295.91358337,104099327.274789,0.0,14571456.9513027,-0.0510022115663486,0,16.2533333333
1488,MOUNT VERNON,FRANKLIN,DFW,OAK FARMS,8,6,1990,,0.175,0.18,0.19,,33086.5165636265,51248.3640299708,46037.1849910958,130372.065584693,,1,0,0,5309295.91358337,104099327.274789,24540872.9580464,34259343.9798566,0.665324200652043,0,16.2533333333
1489,MOUNT VERNON,FRANKLIN,DFW,PRESTON,0,0,1991,,0.144,0.149,0.147,,34646.3462130453,53664.4152194162,48207.5605272087,136518.32195967,,1,0,1,76931068.1288262,76931068.1288262,168568.32195967,18820439.5968973,-0.991043337691886,1,13.98
1490,MOUNT VERNON,FRANKLIN,DFW,BORDEN,0,0,1991,,0.1375,0.1425,0.1495,,34646.3462130453,53664.4152194162,48207.5605272087,136518.32195967,,1,0,0,76931068.1288262,76931068.1288262,3047297.82323264,14843406.5703431,-0.794703607369949,0,13.98
1491,MOUNT VERNON,FRANKLIN,DFW,FOREMOST,0,0,1991,,0.156,0.166,0.176,,34646.3462130453,53664.4152194162,48207.5605272087,136518.32195967,,1,0,0,76931068.1288262,76931068.1288262,0.0,14571456.9513027,-1.0,0,13.98
1492,MOUNT VERNON,FRANKLIN,DFW,OAK FARMS,0,0,1991,,0.155,0.159,0.169,,34646.3462130453,53664.4152194162,48207.5605272087,136518.32195967,,1,0,0,76931068.1288262,76931068.1288262,392630.291276342,34259343.9798566,-0.98853946848757,0,13.98
1493,BELLS,GRAYSON,DFW,BORDEN,8,4,1985,,0.1575,0.1675,0.1775,,12207.9793732828,18909.1822280308,16986.4060392855,48103.5676405992,,1,1,1,12520704.9853242,93054269.8529648,9811431.77337999,14843406.5703431,0.526443241255976,0,14.04
1494,BELLS,GRAYSON,DFW,CABELL,8,4,1985,0.175,0.165,0.175,0.185,,12207.9793732828,18909.1822280308,16986.4060392855,48103.5676405992,,1,0,0,12520704.9853242,93054269.8529648,9231215.88763041,14058181.1006322,0.52209096963116,0,14.04
1495,BELLS,GRAYSON,DFW,FOREMOST,8,4,1985,0.181,0.176,0.181,0.192,,12207.9793732828,18909.1822280308,16986.4060392855,48103.5676405992,,1,0,0,12520704.9853242,93054269.8529648,14571456.9513027,14571456.9513027,0.865447281407847,0,14.04
1496,BELLS,GRAYSON,DFW,CABELL,8,7,1986,0.172,0.162,0.172,0.182,23675.9820715433,6559.689401768,10160.4334726164,9127.2719475496,49523.3768934772,,1,1,1,11364286.1119198,96115650.8644452,14058181.1006322,14058181.1006322,0.881764457612141,0,14.14
1497,BELLS,GRAYSON,DFW,BORDEN,8,7,1986,,0.1695,0.1695,0.1795,23675.9820715433,6559.689401768,10160.4334726164,9127.2719475496,49523.3768934772,,1,1,0,11364286.1119198,96115650.8644452,13472758.4339951,14843406.5703431,0.789423920428005,0,14.14
1498,BELLS,GRAYSON,DFW,CABELL,7,25,1988,,,,,,,,,62430.8543537628,,1,1,1,31151504.5559272,109470332.68921,12710426.0482678,14058181.1006322,0.619564472310945,0,14.14
1499,BELLS,GRAYSON,DFW,BORDEN,7,25,1988,,,,,,,,,62430.8543537628,,1,0,0,31151504.5559272,109470332.68921,13016083.3972119,14843406.5703431,0.592327550127655,0,14.14
1500,BELLS,GRAYSON,DFW,CABELL,7,31,1989,0.1675,0.165,0.1675,0.175,30971.8447166101,8581.0878267618,13291.4177252039,11939.8827297452,64784.232998321,,1,0,1,20263952.3471971,108104445.363237,13204289.5655642,14058181.1006322,0.751812259631111,0,15.22
1501,BELLS,GRAYSON,DFW,BORDEN,7,31,1989,,0.159,0.169,0.179,30971.8447166101,8581.0878267618,13291.4177252039,11939.8827297452,64784.232998321,,1,1,0,20263952.3471971,108104445.363237,10191908.6315118,14843406.5703431,0.499180768054264,0,15.22
1502,BELLS,GRAYSON,DFW,BORDEN,8,9,1990,0.156,0.1475,0.156,0.1625,36824.6522163991,10202.6720639411,15803.1218247399,14196.1847300512,77026.6308351313,,1,1,1,5309295.91358337,104099327.274789,14722571.1126744,14843406.5703431,0.940857106097958,0,16.2533333333
1503,BELLS,GRAYSON,DFW,CABELL,8,9,1990,,0.165,0.169,0.175,36824.6522163991,10202.6720639411,15803.1218247399,14196.1847300512,77026.6308351313,,1,1,0,5309295.91358337,104099327.274789,5006992.6099871,14058181.1006322,0.305159981404826,0,16.2533333333
1504,BELLS,GRAYSON,DFW,SCHEPPS,8,9,1990,0.185,0.183,0.185,0.195,36824.6522163991,10202.6720639411,15803.1218247399,14196.1847300512,77026.6308351313,,1,1,0,5309295.91358337,104099327.274789,24459260.8526589,24459260.8526589,0.948997788433652,0,16.2533333333
1505,BELLS,GRAYSON,DFW,BORDEN,7,31,1991,0.1575,0.145,0.155,0.1625,36037.167445416,9984.4908079044,15465.1765347792,13892.6033353028,75379.4381234024,,1,1,1,17199127.1995304,76931068.1288262,11880951.9553128,14843406.5703431,0.576854064239573,0,13.98
1506,BELLS,GRAYSON,DFW,OAK FARMS,7,31,1991,0.156,0.149,0.156,0.159,36037.167445416,9984.4908079044,15465.1765347792,13892.6033353028,75379.4381234024,,1,1,0,17199127.1995304,76931068.1288262,33695838.1555993,34259343.9798566,0.759986334213287,0,13.98
1507,BELLS,GRAYSON,DFW,SCHEPPS,7,31,1991,0.175,0.17,0.175,0.18,36037.167445416,9984.4908079044,15465.1765347792,13892.6033353028,75379.4381234024,,1,1,0,17199127.1995304,76931068.1288262,11884268.5,24459260.8526589,0.26231468763659,0,13.98
1508,COLLINSVILLE,GRAYSON,DFW,BORDEN,7,19,1987,,0.1595,0.1695,0.1795,,9948.8921688111,15410.0370941641,13843.0707370248,39202,39202,1,1,1,27630100.3848669,101379288.42028,11559605.2407097,14843406.5703431,0.506228505475965,0,14.62
1509,COLLINSVILLE,GRAYSON,DFW,CABELL,7,19,1987,,0.17,0.18,0.19,,9948.8921688111,15410.0370941641,13843.0707370248,39202,,1,1,0,27630100.3848669,101379288.42028,12720290.9744073,14058181.1006322,0.632290052935439,0,14.62
1510,COLLINSVILLE,GRAYSON,DFW,BORDEN,8,10,1988,,0.155,0.165,0.175,,10877.2388744259,16847.9717834772,15134.7893420969,42860,42860,1,1,1,8338127.35565186,109470332.68921,13714234.8100009,14843406.5703431,0.847759803084582,0,14.14
1511,COLLINSVILLE,GRAYSON,DFW,CABELL,8,10,1989,0.164,0.159,0.164,0.171,23675.8018874814,6559.6394798058,10160.3561474955,9127.2024852173,49523,49523,1,0,1,3847235.86096735,108104445.363237,13824432.0239053,14058181.1006322,0.94778459938495,0,15.22
1512,COLLINSVILLE,GRAYSON,DFW,BORDEN,8,14,1990,,0.1625,0.1725,0.1825,,12002.7767747544,18591.3398390003,16700.8833862452,47295,47295,1,1,1,5309295.91358337,104099327.274789,14722571.1126744,14843406.5703431,0.940857106097958,0,16.2533333333
1513,COLLINSVILLE,GRAYSON,DFW,OAK FARMS,7,2,1991,0.162,0.159,0.162,,27719.394569662,7679.9609930683,11895.6444372698,,47295,,1,1,1,17199127.1995304,76931068.1288262,33695838.1555993,34259343.9798566,0.759986334213287,0,13.98
1514,GUNTER,GRAYSON,DFW,CABELL,8,14,1986,,,0.169,0.179,,,14468.9996503249,12997.7224862936,27466.7221366185,,1,0,1,11364286.1119198,96115650.8644452,14058181.1006322,14058181.1006322,0.881764457612141,0,14.14
1515,GUNTER,GRAYSON,DFW,SCHEPPS,8,14,1986,,,0.18,0.19,,,14468.9996503249,12997.7224862936,27466.7221366185,,1,1,0,11364286.1119198,96115650.8644452,9805136.23317178,24459260.8526589,0.28264068573029,0,14.14
1516,GUNTER,GRAYSON,DFW,CABELL,8,13,1987,,,0.169,0.179,,,17076.8569561577,15340.4003744851,32417.2573306427,,1,0,1,10420658.6628414,101379288.42028,13676003.7467849,14058181.1006322,0.870025762328601,0,14.62
1517,GUNTER,GRAYSON,DFW,CABELL,8,11,1988,,,0.169,0.179,,,21879.4027131337,19654.6002836336,41534.0029967673,,1,0,1,8338127.35565186,109470332.68921,13536451.708017,14058181.1006322,0.88671992695069,0,14.14
1518,GUNTER,GRAYSON,DFW,SCHEPPS,8,11,1988,,,0.2,0.21,,,21879.4027131337,19654.6002836336,41534.0029967673,,1,0,0,8338127.35565186,109470332.68921,19255195.5848855,24459260.8526589,0.711067464693678,0,14.14
1519,GUNTER,GRAYSON,DFW,OAK FARMS,7,23,1989,0.171,0.165,0.171,0.179,19251.1508752169,5333.7415946001,8261.5385139203,7421.4657204274,40267.8967041647,,1,0,1,20263952.3471971,108104445.363237,22399099.2622608,34259343.9798566,0.466362019190404,0,15.22
1520,GUNTER,GRAYSON,DFW,OAK FARMS,8,19,1990,,,0.155,0.161,,,21982.3101841024,19747.0436302188,41729.3538143212,,1,1,1,5309295.91358337,104099327.274789,24540872.9580464,34259343.9798566,0.665324200652043,0,16.2533333333
1521,GUNTER,GRAYSON,DFW,SCHEPPS,8,19,1990,,,0.185,0.195,,,21982.3101841024,19747.0436302188,41729.3538143212,,1,1,0,5309295.91358337,104099327.274789,24459260.8526589,24459260.8526589,0.948997788433652,0,16.2533333333
1522,GUNTER,GRAYSON,DFW,OAK FARMS,7,21,1991,,,0.1525,0.1575,,,26378.7559215179,23696.4377142592,50075.1936357771,,1,1,1,17199127.1995304,76931068.1288262,33695838.1555993,34259343.9798566,0.759986334213287,0,13.98
1523,GUNTER,GRAYSON,DFW,OAK FARMS,7,21,1991,,,0.1625,0.1675,,,26378.7559215179,23696.4377142592,50075.1936357771,,1,0,0,17199127.1995304,76931068.1288262,33695838.1555993,34259343.9798566,0.759986334213287,0,13.98
1524,POTTSBORO,GRAYSON,DFW,CABELL,6,21,1981,,,,,,,,,85674.1501393582,,1,0,1,66980463.4186782,75676361.1466808,6255804.65895873,14058181.1006322,-0.440097076240693,1,14.9
1525,POTTSBORO,GRAYSON,DFW,CABELL,7,18,1982,,,,,,,,,101246.468271137,,1,0,1,23795283.0130496,84946678.9341424,7589944.03645047,14058181.1006322,0.259774939923173,1,14.8
1526,POTTSBORO,GRAYSON,DFW,CABELL,7,15,1984,,0.1595,0.1675,0.1775,,30317.1345419013,46958.8130972064,42183.8161361424,119459.76377525,,1,0,1,30074452.8762326,86135755.5117197,7995917.10339186,14058181.1006322,0.219621446185245,1,14.56
1527,POTTSBORO,GRAYSON,DFW,BORDEN,7,15,1984,,0.1685,0.1785,0.1885,,30317.1345419013,46958.8130972064,42183.8161361424,119459.76377525,,1,0,0,30074452.8762326,86135755.5117197,9664784.89714514,14843406.5703431,0.301964576756488,0,14.56
1528,POTTSBORO,GRAYSON,DFW,SCHEPPS,7,15,1984,,0.16,0.1691,0.1799,,30317.1345419013,46958.8130972064,42183.8161361424,119459.76377525,,1,0,0,30074452.8762326,86135755.5117197,13388027.5406088,24459260.8526589,0.198208480567921,0,14.56
1529,POTTSBORO,GRAYSON,DFW,CABELL,7,14,1985,,0.1595,0.1695,0.1795,,31783.9939608323,49230.8608462527,44224.8311911844,125239.685998269,,1,0,1,34524212.7822232,93054269.8529648,8044868.81051203,14058181.1006322,0.201243720098546,1,14.04
1530,POTTSBORO,GRAYSON,DFW,BORDEN,7,14,1985,,0.1605,0.1705,0.1805,,31783.9939608323,49230.8608462527,44224.8311911844,125239.685998269,,1,0,0,34524212.7822232,93054269.8529648,8844340.28206943,14843406.5703431,0.224831433863282,0,14.04
1531,POTTSBORO,GRAYSON,DFW,SCHEPPS,7,14,1985,,0.17,0.18,0.19,,31783.9939608323,49230.8608462527,44224.8311911844,125239.685998269,,1,0,0,34524212.7822232,93054269.8529648,13885452.1144052,24459260.8526589,0.196685535189023,0,14.04
1532,POTTSBORO,GRAYSON,DFW,CABELL,6,8,1986,,0.16,0.17,0.18,,33337.1096479648,51636.5126458841,46385.8647972334,131359.487091082,,1,1,1,62357529.473772,96115650.8644452,6542861.7216758,14058181.1006322,-0.183362915126842,1,14.14
1533,POTTSBORO,GRAYSON,DFW,BORDEN,6,8,1986,,0.1605,0.1705,0.1805,,33337.1096479648,51636.5126458841,46385.8647972334,131359.487091082,,1,1,0,62357529.473772,96115650.8644452,7806482.51789783,14843406.5703431,-0.122853451365656,0,14.14
1534,POTTSBORO,GRAYSON,DFW,SCHEPPS,6,8,1986,,0.1725,0.1825,0.1925,,33337.1096479648,51636.5126458841,46385.8647972334,131359.487091082,,1,0,0,62357529.473772,96115650.8644452,7909195.55424326,24459260.8526589,-0.325414018583691,0,14.14
1535,POTTSBORO,GRAYSON,DFW,CABELL,6,4,1987,,0.16,0.17,0.18,,33659.2020964714,52135.4080500173,46834.0301278936,132628.640274382,,1,1,1,57050485.3078712,101379288.42028,8752466.46871023,14058181.1006322,0.0598458221230771,1,14.62
1536,POTTSBORO,GRAYSON,DFW,BORDEN,6,4,1987,,0.161,0.171,0.181,,33659.2020964714,52135.4080500173,46834.0301278936,132628.640274382,,1,0,0,57050485.3078712,101379288.42028,9701336.35013471,14843406.5703431,0.0908358294252499,0,14.62
1537,POTTSBORO,GRAYSON,DFW,SCHEPPS,6,4,1987,,0.175,0.185,0.195,,33659.2020964714,52135.4080500173,46834.0301278936,132628.640274382,,1,0,0,57050485.3078712,101379288.42028,20314241.3490957,24459260.8526589,0.267790734191941,0,14.62
1538,POTTSBORO,GRAYSON,DFW,CABELL,7,10,1988,,0.16,0.17,0.18,,35325.0064186624,54715.6055193452,49151.8607641952,139192.472702203,,1,0,1,31151504.5559272,109470332.68921,12710426.0482678,14058181.1006322,0.619564472310945,1,14.14
1539,POTTSBORO,GRAYSON,DFW,BORDEN,7,10,1988,,0.1625,0.1725,0.1825,,35325.0064186624,54715.6055193452,49151.8607641952,139192.472702203,,1,1,0,31151504.5559272,109470332.68921,13016083.3972119,14843406.5703431,0.592327550127655,0,14.14
1540,POTTSBORO,GRAYSON,DFW,CABELL,7,9,1989,,0.16,0.17,0.178,,35667.957327921,55246.8090084853,49629.0489390832,140543.815275489,,1,0,1,20263952.3471971,108104445.363237,13204289.5655642,14058181.1006322,0.751812259631111,1,15.22
1541,POTTSBORO,GRAYSON,DFW,BORDEN,7,9,1989,,0.16,0.17,0.18,,35667.957327921,55246.8090084853,49629.0489390832,140543.815275489,,1,1,0,20263952.3471971,108104445.363237,10191908.6315118,14843406.5703431,0.499180768054264,0,15.22
1542,POTTSBORO,GRAYSON,DFW,SCHEPPS,7,9,1989,,0.17,0.18,0.19,,35667.957327921,55246.8090084853,49629.0489390832,140543.815275489,,1,0,0,20263952.3471971,108104445.363237,18270184.2117774,24459260.8526589,0.559515962757628,0,15.22
1543,POTTSBORO,GRAYSON,DFW,OAK FARMS,8,12,1990,,0.16,0.165,0.172,,38395.4407485433,59471.4623640891,53424.1193132604,151291.022425893,,1,1,1,5309295.91358337,104099327.274789,24540872.9580464,34259343.9798566,0.665324200652043,0,16.2533333333
1544,POTTSBORO,GRAYSON,DFW,SCHEPPS,8,12,1990,,0.183,0.185,0.195,,38395.4407485433,59471.4623640891,53424.1193132604,151291.022425893,,1,1,0,5309295.91358337,104099327.274789,24459260.8526589,24459260.8526589,0.948997788433652,0,16.2533333333
1545,POTTSBORO,GRAYSON,DFW,OAK FARMS,8,11,1991,,0.1325,0.14,0.1485,,39635.5555102809,61392.3008006846,55149.6377003807,156177.494011346,,1,0,1,1738711.70423996,76931068.1288262,34259343.9798566,34259343.9798566,0.977399095755068,0,13.98
1546,POTTSBORO,GRAYSON,DFW,WHITE SWAN,8,11,1991,,0.1685,0.1785,0.1875,,39635.5555102809,61392.3008006846,55149.6377003807,156177.494011346,,1,0,0,1738711.70423996,76931068.1288262,0.0,0.0,,0,13.98
1547,SHERMAN,GRAYSON,DFW,FOREMOST,6,29,1980,0.17,0.1575,0.16,,361065.407832316,100037.114487825,154949.477679859,,616052,,1,1,1,54466242.4919576,58060037.7775751,5972429.66666667,14571456.9513027,-0.528230259058384,0,13.99
1548,SHERMAN,GRAYSON,DFW,FOREMOST,8,2,1981,0.1688,0.1658,0.1688,,361065.407832316,100037.114487825,154949.477679859,,616052,,1,1,1,3347374.74864809,75676361.1466808,9929676.30251651,14571456.9513027,0.637214280829066,0,14.9
1549,SHERMAN,GRAYSON,DFW,BORDEN,8,2,1981,0.1924,0.1779,0.1829,,361065.407832316,100037.114487825,154949.477679859,,616052,,1,1,0,3347374.74864809,75676361.1466808,8197452.64590949,14843406.5703431,0.50802945305999,0,14.9
1550,SHERMAN,GRAYSON,DFW,CABELL,8,2,1981,0.19,0.1775,0.182,,361065.407832316,100037.114487825,154949.477679859,,616052,,1,1,0,3347374.74864809,75676361.1466808,8003139.25381578,14058181.1006322,0.525054199454386,0,14.9
1551,SHERMAN,GRAYSON,DFW,SCHEPPS,8,2,1981,0.1985,0.1785,0.1825,,361065.407832316,100037.114487825,154949.477679859,,616052,,1,1,0,3347374.74864809,75676361.1466808,9013279.63718821,24459260.8526589,0.324268952011233,0,14.9
1552,SHERMAN,GRAYSON,DFW,FOREMOST,7,29,1982,0.1708,0.1678,0.1708,,361065.407832316,100037.114487825,154949.477679859,,616052,,1,1,1,23795283.0130496,84946678.9341424,7163633.76704087,14571456.9513027,0.211500740369919,0,14.8
1553,SHERMAN,GRAYSON,DFW,BORDEN,7,29,1982,0.1895,0.1845,0.1895,,361065.407832316,100037.114487825,154949.477679859,,616052,,1,1,0,23795283.0130496,84946678.9341424,9353768.49624468,14843406.5703431,0.350042966817933,0,14.8
1554,SHERMAN,GRAYSON,DFW,CABELL,7,29,1982,0.19,0.19,0.19,,361065.407832316,100037.114487825,154949.477679859,,616052,,1,1,0,23795283.0130496,84946678.9341424,7589944.03645047,14058181.1006322,0.259774939923173,0,14.8
1555,SHERMAN,GRAYSON,DFW,SCHEPPS,7,29,1982,0.18,0.17,0.18,,361065.407832316,100037.114487825,154949.477679859,,616052,,1,1,0,23795283.0130496,84946678.9341424,10312728.9831484,24459260.8526589,0.141508580078938,0,14.8
1556,SHERMAN,GRAYSON,DFW,FOREMOST,8,12,1985,0.162,0.156,0.161,,361065.407832316,100037.114487825,154949.477679859,,616052,,1,0,1,12520704.9853242,93054269.8529648,14571456.9513027,14571456.9513027,0.865447281407847,0,14.04
1557,SHERMAN,GRAYSON,DFW,BORDEN,8,12,1985,0.17,0.16,0.17,,361065.407832316,100037.114487825,154949.477679859,,616052,,1,0,0,12520704.9853242,93054269.8529648,9811431.77337999,14843406.5703431,0.526443241255976,0,14.04
1558,SHERMAN,GRAYSON,DFW,CABELL,8,12,1985,0.165,0.155,0.165,,361065.407832316,100037.114487825,154949.477679859,,616052,,1,0,0,12520704.9853242,93054269.8529648,9231215.88763041,14058181.1006322,0.52209096963116,0,14.04
1559,SHERMAN,GRAYSON,DFW,FOREMOST,7,20,1986,0.165,0.155,0.165,,361065.407832316,100037.114487825,154949.477679859,,616052,616052,1,0,1,44316943.5878745,96115650.8644452,8379044.44526378,14571456.9513027,0.113951973639772,0,14.14
1560,SHERMAN,GRAYSON,DFW,BORDEN,7,20,1986,0.1725,0.1625,0.1725,,361065.407832316,100037.114487825,154949.477679859,,616052,,1,0,0,44316943.5878745,96115650.8644452,12259771.4908155,14843406.5703431,0.364861188685188,0,14.14
1561,SHERMAN,GRAYSON,DFW,CABELL,7,20,1986,0.1705,0.1605,0.1705,,361065.407832316,100037.114487825,154949.477679859,,616052,,1,0,0,44316943.5878745,96115650.8644452,12866812.0316366,14058181.1006322,0.454175026206151,0,14.14
1562,SHERMAN,GRAYSON,DFW,SCHEPPS,7,20,1986,0.176,0.167,0.1785,,361065.407832316,100037.114487825,154949.477679859,,616052,,1,0,0,44316943.5878745,96115650.8644452,9300920.91962015,24459260.8526589,-0.0808176353415,0,14.14
1563,SHERMAN,GRAYSON,DFW,CABELL,7,26,1987,0.165,0.155,0.165,,405785.093318303,112427.191741913,174140.714939783,,692353,692353,1,1,1,27630100.3848669,101379288.42028,12720290.9744073,14058181.1006322,0.632290052935439,0,14.62
1564,SHERMAN,GRAYSON,DFW,BORDEN,7,26,1987,0.175,0.165,0.175,,405785.093318303,112427.191741913,174140.714939783,,692353,,1,0,0,27630100.3848669,101379288.42028,11559605.2407097,14843406.5703431,0.506228505475965,0,14.62
1565,SHERMAN,GRAYSON,DFW,CABELL,7,25,1988,0.1638,0.1538,0.1638,,429036.680618602,118869.297937431,184119.021443967,,732025,732025,1,0,1,31151504.5559272,109470332.68921,12710426.0482678,14058181.1006322,0.619564472310945,0,14.14
1566,SHERMAN,GRAYSON,DFW,BORDEN,7,25,1988,0.1725,0.1625,0.1725,,429036.680618602,118869.297937431,184119.021443967,,732025,,1,1,0,31151504.5559272,109470332.68921,13016083.3972119,14843406.5703431,0.592327550127655,0,14.14
1567,TOM BEAN,GRAYSON,DFW,CABELL,7,16,1987,,0.169,0.169,0.179,,19878.2538073131,30789.822961214,27658.9663365554,78327.0431050825,,1,0,1,27630100.3848669,101379288.42028,12720290.9744073,14058181.1006322,0.632290052935439,,14.62
1568,TOM BEAN,GRAYSON,DFW,CABELL,7,19,1988,,0.169,0.169,0.179,,20071.5632160542,31089.2437518715,27927.9405875503,79088.747555476,,1,0,1,31151504.5559272,109470332.68921,12710426.0482678,14058181.1006322,0.619564472310945,,14.14
